class_id,fund_id,period,return_pct,benchmark_return_pct,as_of_date,source_doc_id,source_page,source_text
CLASS000076,FUND000005,1Y,0.99,1.24,2025-12-27,DOC000005,33,[p.33] 연평균수익률; 1Y 수익률 0.99%; 비교지수 1.24%
CLASS000076,FUND000005,2Y,3.33,3.28,2025-12-27,DOC000005,33,[p.33] 연평균수익률; 2Y 수익률 3.33%; 비교지수 3.28%
CLASS000076,FUND000005,3Y,4.55,4.68,2025-12-27,DOC000005,33,[p.33] 연평균수익률; 3Y 수익률 4.55%; 비교지수 4.68%
CLASS000076,FUND000005,SINCE_INCEPTION,5.33,5.13,2025-12-27,DOC000005,33,[p.33] 연평균수익률; SINCE_INCEPTION 수익률 5.33%; 비교지수 5.13%
,FUND000007,1Y,38.08,17.52,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 1Y 수익률 38.08%; 비교지수 17.52%
,FUND000007,2Y,30.47,10.71,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 2Y 수익률 30.47%; 비교지수 10.71%
,FUND000007,3Y,23.47,9.16,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 3Y 수익률 23.47%; 비교지수 9.16%
,FUND000007,5Y,16.04,5.99,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 5Y 수익률 16.04%; 비교지수 5.99%
,FUND000007,SINCE_INCEPTION,9.93,4.53,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; SINCE_INCEPTION 수익률 9.93%; 비교지수 4.53%
CLASS000089,FUND000007,1Y,36.53,17.52,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 1Y 수익률 36.53%; 비교지수 17.52%
CLASS000089,FUND000007,2Y,29.03,10.71,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 2Y 수익률 29.03%; 비교지수 10.71%
CLASS000089,FUND000007,3Y,22.09,9.16,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 3Y 수익률 22.09%; 비교지수 9.16%
CLASS000089,FUND000007,5Y,14.74,5.99,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 5Y 수익률 14.74%; 비교지수 5.99%
CLASS000089,FUND000007,SINCE_INCEPTION,8.71,4.53,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; SINCE_INCEPTION 수익률 8.71%; 비교지수 4.53%
CLASS000090,FUND000007,1Y,36.83,17.52,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 1Y 수익률 36.83%; 비교지수 17.52%
CLASS000090,FUND000007,2Y,29.31,10.71,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 2Y 수익률 29.31%; 비교지수 10.71%
CLASS000090,FUND000007,3Y,22.36,9.16,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 3Y 수익률 22.36%; 비교지수 9.16%
CLASS000090,FUND000007,5Y,14.99,5.99,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 5Y 수익률 14.99%; 비교지수 5.99%
CLASS000090,FUND000007,SINCE_INCEPTION,8.74,3.87,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; SINCE_INCEPTION 수익률 8.74%; 비교지수 3.87%
CLASS000091,FUND000007,1Y,35.52,17.52,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 1Y 수익률 35.52%; 비교지수 17.52%
CLASS000091,FUND000007,2Y,28.13,10.71,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 2Y 수익률 28.13%; 비교지수 10.71%
CLASS000091,FUND000007,3Y,21.3,9.16,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 3Y 수익률 21.3%; 비교지수 9.16%
CLASS000091,FUND000007,5Y,13.95,5.99,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 5Y 수익률 13.95%; 비교지수 5.99%
CLASS000091,FUND000007,SINCE_INCEPTION,7.9,4.34,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; SINCE_INCEPTION 수익률 7.9%; 비교지수 4.34%
CLASS000092,FUND000007,1Y,35.71,17.52,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 1Y 수익률 35.71%; 비교지수 17.52%
CLASS000092,FUND000007,2Y,28.32,10.71,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 2Y 수익률 28.32%; 비교지수 10.71%
CLASS000092,FUND000007,3Y,21.38,9.16,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 3Y 수익률 21.38%; 비교지수 9.16%
CLASS000092,FUND000007,5Y,14.04,5.99,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 5Y 수익률 14.04%; 비교지수 5.99%
CLASS000092,FUND000007,SINCE_INCEPTION,7.1,4.69,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; SINCE_INCEPTION 수익률 7.1%; 비교지수 4.69%
CLASS000093,FUND000007,1Y,35.93,17.52,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 1Y 수익률 35.93%; 비교지수 17.52%
CLASS000093,FUND000007,2Y,28.47,10.71,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 2Y 수익률 28.47%; 비교지수 10.71%
CLASS000093,FUND000007,3Y,21.56,9.16,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 3Y 수익률 21.56%; 비교지수 9.16%
CLASS000093,FUND000007,5Y,14.24,5.99,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 5Y 수익률 14.24%; 비교지수 5.99%
CLASS000093,FUND000007,SINCE_INCEPTION,6.27,5.3,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; SINCE_INCEPTION 수익률 6.27%; 비교지수 5.3%
CLASS000094,FUND000007,1Y,36.06,17.52,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 1Y 수익률 36.06%; 비교지수 17.52%
CLASS000094,FUND000007,2Y,28.59,10.71,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 2Y 수익률 28.59%; 비교지수 10.71%
CLASS000094,FUND000007,3Y,21.67,9.16,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 3Y 수익률 21.67%; 비교지수 9.16%
CLASS000094,FUND000007,5Y,14.34,5.99,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 5Y 수익률 14.34%; 비교지수 5.99%
CLASS000094,FUND000007,SINCE_INCEPTION,10.78,4.97,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; SINCE_INCEPTION 수익률 10.78%; 비교지수 4.97%
CLASS000095,FUND000007,1Y,36.46,17.52,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 1Y 수익률 36.46%; 비교지수 17.52%
CLASS000095,FUND000007,2Y,28.96,10.71,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 2Y 수익률 28.96%; 비교지수 10.71%
CLASS000095,FUND000007,3Y,22.03,9.16,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 3Y 수익률 22.03%; 비교지수 9.16%
CLASS000095,FUND000007,5Y,14.68,5.99,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 5Y 수익률 14.68%; 비교지수 5.99%
CLASS000095,FUND000007,SINCE_INCEPTION,8.63,4.12,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; SINCE_INCEPTION 수익률 8.63%; 비교지수 4.12%
CLASS000096,FUND000007,1Y,37.07,17.52,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 1Y 수익률 37.07%; 비교지수 17.52%
CLASS000096,FUND000007,2Y,21.46,6.92,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 2Y 수익률 21.46%; 비교지수 6.92%
CLASS000096,FUND000007,3Y,13.85,4.57,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 3Y 수익률 13.85%; 비교지수 4.57%
CLASS000096,FUND000007,5Y,8.09,2.72,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 5Y 수익률 8.09%; 비교지수 2.72%
CLASS000096,FUND000007,SINCE_INCEPTION,3.32,1.13,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; SINCE_INCEPTION 수익률 3.32%; 비교지수 1.13%
CLASS000099,FUND000007,1Y,36.9,17.52,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 1Y 수익률 36.9%; 비교지수 17.52%
CLASS000099,FUND000007,2Y,29.37,10.71,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 2Y 수익률 29.37%; 비교지수 10.71%
CLASS000099,FUND000007,3Y,22.42,9.16,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 3Y 수익률 22.42%; 비교지수 9.16%
CLASS000099,FUND000007,5Y,15.05,5.99,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 5Y 수익률 15.05%; 비교지수 5.99%
CLASS000099,FUND000007,SINCE_INCEPTION,8.83,4.04,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; SINCE_INCEPTION 수익률 8.83%; 비교지수 4.04%
CLASS000097,FUND000007,1Y,37.03,22.6,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 1Y 수익률 37.03%; 비교지수 22.6%
CLASS000097,FUND000007,2Y,-2.03,-3,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 2Y 수익률 -2.03%; 비교지수 -3%
CLASS000097,FUND000007,3Y,1.75,-0.05,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 3Y 수익률 1.75%; 비교지수 -0.05%
CLASS000097,FUND000007,5Y,3.02,0.53,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 5Y 수익률 3.02%; 비교지수 0.53%
CLASS000097,FUND000007,SINCE_INCEPTION,2.96,1.9,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; SINCE_INCEPTION 수익률 2.96%; 비교지수 1.9%
CLASS000098,FUND000007,1Y,37.14,17.52,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 1Y 수익률 37.14%; 비교지수 17.52%
CLASS000098,FUND000007,2Y,29.59,10.71,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 2Y 수익률 29.59%; 비교지수 10.71%
CLASS000098,FUND000007,3Y,22.63,9.16,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 3Y 수익률 22.63%; 비교지수 9.16%
CLASS000098,FUND000007,5Y,15.25,5.99,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 5Y 수익률 15.25%; 비교지수 5.99%
CLASS000098,FUND000007,SINCE_INCEPTION,9.11,4.04,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; SINCE_INCEPTION 수익률 9.11%; 비교지수 4.04%
CLASS000100,FUND000007,1Y,36.2,17.52,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 1Y 수익률 36.2%; 비교지수 17.52%
CLASS000100,FUND000007,2Y,28.72,10.71,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 2Y 수익률 28.72%; 비교지수 10.71%
CLASS000100,FUND000007,3Y,21.79,9.16,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 3Y 수익률 21.79%; 비교지수 9.16%
CLASS000100,FUND000007,5Y,14.46,5.99,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 5Y 수익률 14.46%; 비교지수 5.99%
CLASS000100,FUND000007,SINCE_INCEPTION,7.28,4.36,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; SINCE_INCEPTION 수익률 7.28%; 비교지수 4.36%
CLASS000101,FUND000007,1Y,36.34,17.52,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 1Y 수익률 36.34%; 비교지수 17.52%
CLASS000101,FUND000007,2Y,28.86,10.71,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 2Y 수익률 28.86%; 비교지수 10.71%
CLASS000101,FUND000007,3Y,21.93,9.16,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; 3Y 수익률 21.93%; 비교지수 9.16%
CLASS000101,FUND000007,SINCE_INCEPTION,15.8,6.78,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; SINCE_INCEPTION 수익률 15.8%; 비교지수 6.78%
CLASS000102,FUND000007,1Y,36.91,17.52,2025-09-01,DOC000007,51,[p.50-51] 연평균수익률; 1Y 수익률 36.91%; 비교지수 17.52%
CLASS000102,FUND000007,2Y,29.38,10.71,2025-09-01,DOC000007,51,[p.50-51] 연평균수익률; 2Y 수익률 29.38%; 비교지수 10.71%
CLASS000102,FUND000007,3Y,22.43,9.16,2025-09-01,DOC000007,51,[p.50-51] 연평균수익률; 3Y 수익률 22.43%; 비교지수 9.16%
CLASS000102,FUND000007,5Y,15.06,5.99,2025-09-01,DOC000007,51,[p.50-51] 연평균수익률; 5Y 수익률 15.06%; 비교지수 5.99%
CLASS000102,FUND000007,SINCE_INCEPTION,8.05,4.64,2025-09-01,DOC000007,51,[p.50-51] 연평균수익률; SINCE_INCEPTION 수익률 8.05%; 비교지수 4.64%
CLASS000105,FUND000007,1Y,36.67,17.52,2025-09-01,DOC000007,51,[p.50-51] 연평균수익률; 1Y 수익률 36.67%; 비교지수 17.52%
CLASS000105,FUND000007,2Y,29.15,10.71,2025-09-01,DOC000007,51,[p.50-51] 연평균수익률; 2Y 수익률 29.15%; 비교지수 10.71%
CLASS000105,FUND000007,3Y,22.21,9.16,2025-09-01,DOC000007,51,[p.50-51] 연평균수익률; 3Y 수익률 22.21%; 비교지수 9.16%
CLASS000105,FUND000007,5Y,14.85,5.99,2025-09-01,DOC000007,51,[p.50-51] 연평균수익률; 5Y 수익률 14.85%; 비교지수 5.99%
CLASS000105,FUND000007,SINCE_INCEPTION,6.2,5.08,2025-09-01,DOC000007,51,[p.50-51] 연평균수익률; SINCE_INCEPTION 수익률 6.2%; 비교지수 5.08%
CLASS000106,FUND000007,SINCE_INCEPTION,14.36,15.52,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; SINCE_INCEPTION 수익률 14.36%; 비교지수 15.52%
CLASS000108,FUND000007,SINCE_INCEPTION,25.96,18.81,2025-09-01,DOC000007,50,[p.50-51] 연평균수익률; SINCE_INCEPTION 수익률 25.96%; 비교지수 18.81%
,FUND000008,1Y,58.62,75.63,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 1Y 수익률 58.62%; 비교지수 75.63%
,FUND000008,2Y,24.37,25.94,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 2Y 수익률 24.37%; 비교지수 25.94%
,FUND000008,3Y,23.3,23.49,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 3Y 수익률 23.3%; 비교지수 23.49%
,FUND000008,5Y,13.11,7.96,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 5Y 수익률 13.11%; 비교지수 7.96%
,FUND000008,SINCE_INCEPTION,11.57,8.08,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; SINCE_INCEPTION 수익률 11.57%; 비교지수 8.08%
CLASS000110,FUND000008,1Y,56.46,75.63,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 1Y 수익률 56.46%; 비교지수 75.63%
CLASS000110,FUND000008,2Y,22.64,25.94,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 2Y 수익률 22.64%; 비교지수 25.94%
CLASS000110,FUND000008,3Y,21.58,23.49,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 3Y 수익률 21.58%; 비교지수 23.49%
CLASS000110,FUND000008,5Y,11.52,7.96,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 5Y 수익률 11.52%; 비교지수 7.96%
CLASS000110,FUND000008,SINCE_INCEPTION,10.37,8.08,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; SINCE_INCEPTION 수익률 10.37%; 비교지수 8.08%
CLASS000111,FUND000008,1Y,56.98,75.63,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 1Y 수익률 56.98%; 비교지수 75.63%
CLASS000111,FUND000008,2Y,23.06,25.94,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 2Y 수익률 23.06%; 비교지수 25.94%
CLASS000111,FUND000008,3Y,22,23.49,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 3Y 수익률 22%; 비교지수 23.49%
CLASS000111,FUND000008,5Y,11.9,7.96,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 5Y 수익률 11.9%; 비교지수 7.96%
CLASS000111,FUND000008,SINCE_INCEPTION,10.76,8.08,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; SINCE_INCEPTION 수익률 10.76%; 비교지수 8.08%
CLASS000113,FUND000008,1Y,55.56,75.63,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 1Y 수익률 55.56%; 비교지수 75.63%
CLASS000113,FUND000008,2Y,21.92,25.94,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 2Y 수익률 21.92%; 비교지수 25.94%
CLASS000113,FUND000008,3Y,20.87,23.49,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 3Y 수익률 20.87%; 비교지수 23.49%
CLASS000113,FUND000008,5Y,10.86,7.96,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 5Y 수익률 10.86%; 비교지수 7.96%
CLASS000113,FUND000008,SINCE_INCEPTION,9.72,8.08,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; SINCE_INCEPTION 수익률 9.72%; 비교지수 8.08%
CLASS000114,FUND000008,1Y,55.86,75.63,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 1Y 수익률 55.86%; 비교지수 75.63%
CLASS000114,FUND000008,2Y,22.16,25.94,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 2Y 수익률 22.16%; 비교지수 25.94%
CLASS000114,FUND000008,3Y,21.11,23.49,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 3Y 수익률 21.11%; 비교지수 23.49%
CLASS000114,FUND000008,5Y,11.08,7.96,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 5Y 수익률 11.08%; 비교지수 7.96%
CLASS000114,FUND000008,SINCE_INCEPTION,8.85,7.14,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; SINCE_INCEPTION 수익률 8.85%; 비교지수 7.14%
CLASS000115,FUND000008,1Y,56.17,75.63,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 1Y 수익률 56.17%; 비교지수 75.63%
CLASS000115,FUND000008,2Y,22.41,25.94,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 2Y 수익률 22.41%; 비교지수 25.94%
CLASS000115,FUND000008,3Y,21.35,23.49,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 3Y 수익률 21.35%; 비교지수 23.49%
CLASS000115,FUND000008,5Y,11.3,7.96,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 5Y 수익률 11.3%; 비교지수 7.96%
CLASS000115,FUND000008,SINCE_INCEPTION,11.17,8.57,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; SINCE_INCEPTION 수익률 11.17%; 비교지수 8.57%
CLASS000116,FUND000008,1Y,56.46,75.63,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 1Y 수익률 56.46%; 비교지수 75.63%
CLASS000116,FUND000008,2Y,22.64,25.94,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 2Y 수익률 22.64%; 비교지수 25.94%
CLASS000116,FUND000008,3Y,21.58,23.49,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 3Y 수익률 21.58%; 비교지수 23.49%
CLASS000116,FUND000008,5Y,11.52,7.96,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 5Y 수익률 11.52%; 비교지수 7.96%
CLASS000116,FUND000008,SINCE_INCEPTION,14.92,12.99,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; SINCE_INCEPTION 수익률 14.92%; 비교지수 12.99%
CLASS000117,FUND000008,1Y,56.76,75.63,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 1Y 수익률 56.76%; 비교지수 75.63%
CLASS000117,FUND000008,2Y,22.88,25.94,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 2Y 수익률 22.88%; 비교지수 25.94%
CLASS000117,FUND000008,3Y,21.82,23.49,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 3Y 수익률 21.82%; 비교지수 23.49%
CLASS000117,FUND000008,5Y,11.74,7.96,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 5Y 수익률 11.74%; 비교지수 7.96%
CLASS000117,FUND000008,SINCE_INCEPTION,10.6,8.08,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; SINCE_INCEPTION 수익률 10.6%; 비교지수 8.08%
CLASS000119,FUND000008,1Y,57.51,75.63,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 1Y 수익률 57.51%; 비교지수 75.63%
CLASS000119,FUND000008,2Y,23.48,25.94,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 2Y 수익률 23.48%; 비교지수 25.94%
CLASS000119,FUND000008,3Y,22.42,23.49,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 3Y 수익률 22.42%; 비교지수 23.49%
CLASS000119,FUND000008,5Y,12.29,7.96,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 5Y 수익률 12.29%; 비교지수 7.96%
CLASS000119,FUND000008,SINCE_INCEPTION,11.36,8.36,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; SINCE_INCEPTION 수익률 11.36%; 비교지수 8.36%
CLASS000120,FUND000008,1Y,56.16,75.63,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 1Y 수익률 56.16%; 비교지수 75.63%
CLASS000120,FUND000008,2Y,22.4,25.94,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 2Y 수익률 22.4%; 비교지수 25.94%
CLASS000120,FUND000008,3Y,21.35,23.49,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 3Y 수익률 21.35%; 비교지수 23.49%
CLASS000120,FUND000008,5Y,11.3,7.96,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 5Y 수익률 11.3%; 비교지수 7.96%
CLASS000120,FUND000008,SINCE_INCEPTION,10.45,8.69,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; SINCE_INCEPTION 수익률 10.45%; 비교지수 8.69%
CLASS000121,FUND000008,1Y,56.84,75.63,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 1Y 수익률 56.84%; 비교지수 75.63%
CLASS000121,FUND000008,2Y,22.94,25.94,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 2Y 수익률 22.94%; 비교지수 25.94%
CLASS000121,FUND000008,3Y,21.88,23.49,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 3Y 수익률 21.88%; 비교지수 23.49%
CLASS000121,FUND000008,5Y,11.79,7.96,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 5Y 수익률 11.79%; 비교지수 7.96%
CLASS000121,FUND000008,SINCE_INCEPTION,10.82,8.46,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; SINCE_INCEPTION 수익률 10.82%; 비교지수 8.46%
CLASS000122,FUND000008,1Y,56.61,75.63,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 1Y 수익률 56.61%; 비교지수 75.63%
CLASS000122,FUND000008,2Y,22.76,25.94,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 2Y 수익률 22.76%; 비교지수 25.94%
CLASS000122,FUND000008,3Y,21.7,23.49,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 3Y 수익률 21.7%; 비교지수 23.49%
CLASS000122,FUND000008,5Y,11.63,7.96,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 5Y 수익률 11.63%; 비교지수 7.96%
CLASS000122,FUND000008,SINCE_INCEPTION,10.36,7.94,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; SINCE_INCEPTION 수익률 10.36%; 비교지수 7.94%
CLASS000123,FUND000008,1Y,57.06,75.63,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 1Y 수익률 57.06%; 비교지수 75.63%
CLASS000123,FUND000008,2Y,23.12,25.94,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 2Y 수익률 23.12%; 비교지수 25.94%
CLASS000123,FUND000008,3Y,22.06,23.49,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 3Y 수익률 22.06%; 비교지수 23.49%
CLASS000123,FUND000008,5Y,11.96,7.96,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; 5Y 수익률 11.96%; 비교지수 7.96%
CLASS000123,FUND000008,SINCE_INCEPTION,9.34,6.79,2025-12-31,DOC000008,42|43,[p.42|43] 연평균수익률; SINCE_INCEPTION 수익률 9.34%; 비교지수 6.79%
,FUND000009,1Y,-3.52,-4.1,2025-03-10,DOC000009,33,[p.33] 연평균수익률; 1Y 수익률 -3.52%; 비교지수 -4.1%
,FUND000009,2Y,8.79,3.6,2025-03-10,DOC000009,33,[p.33] 연평균수익률; 2Y 수익률 8.79%; 비교지수 3.6%
,FUND000009,3Y,4.29,-1.38,2025-03-10,DOC000009,33,[p.33] 연평균수익률; 3Y 수익률 4.29%; 비교지수 -1.38%
,FUND000009,5Y,12.13,5.54,2025-03-10,DOC000009,33,[p.33] 연평균수익률; 5Y 수익률 12.13%; 비교지수 5.54%
,FUND000009,SINCE_INCEPTION,9.76,4.8,2025-03-10,DOC000009,33,[p.33] 연평균수익률; SINCE_INCEPTION 수익률 9.76%; 비교지수 4.8%
CLASS000124,FUND000009,1Y,-5.24,-4.1,2025-03-10,DOC000009,33,[p.33] 연평균수익률; 1Y 수익률 -5.24%; 비교지수 -4.1%
CLASS000124,FUND000009,2Y,6.9,3.6,2025-03-10,DOC000009,33,[p.33] 연평균수익률; 2Y 수익률 6.9%; 비교지수 3.6%
CLASS000124,FUND000009,3Y,2.48,-1.38,2025-03-10,DOC000009,33,[p.33] 연평균수익률; 3Y 수익률 2.48%; 비교지수 -1.38%
CLASS000124,FUND000009,5Y,10.21,5.54,2025-03-10,DOC000009,33,[p.33] 연평균수익률; 5Y 수익률 10.21%; 비교지수 5.54%
CLASS000124,FUND000009,SINCE_INCEPTION,9.18,4.8,2025-03-10,DOC000009,33,[p.33] 연평균수익률; SINCE_INCEPTION 수익률 9.18%; 비교지수 4.8%
CLASS000125,FUND000009,1Y,-4.66,-4.1,2025-03-10,DOC000009,33,[p.33] 연평균수익률; 1Y 수익률 -4.66%; 비교지수 -4.1%
CLASS000125,FUND000009,2Y,7.54,3.6,2025-03-10,DOC000009,33,[p.33] 연평균수익률; 2Y 수익률 7.54%; 비교지수 3.6%
CLASS000125,FUND000009,3Y,3.1,-1.38,2025-03-10,DOC000009,33,[p.33] 연평균수익률; 3Y 수익률 3.1%; 비교지수 -1.38%
CLASS000125,FUND000009,5Y,10.86,5.54,2025-03-10,DOC000009,33,[p.33] 연평균수익률; 5Y 수익률 10.86%; 비교지수 5.54%
CLASS000125,FUND000009,SINCE_INCEPTION,6.23,2.42,2025-03-10,DOC000009,33,[p.33] 연평균수익률; SINCE_INCEPTION 수익률 6.23%; 비교지수 2.42%
CLASS000126,FUND000009,1Y,-4.75,-4.1,2025-03-10,DOC000009,33,[p.33] 연평균수익률; 1Y 수익률 -4.75%; 비교지수 -4.1%
CLASS000126,FUND000009,2Y,7.44,3.6,2025-03-10,DOC000009,33,[p.33] 연평균수익률; 2Y 수익률 7.44%; 비교지수 3.6%
