class_id,fund_id,period,return_pct,benchmark_return_pct,as_of_date,source_doc_id,source_page,source_text
CLASS000409,FUND000030,1Y,27.79,21.98,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; C-P1e; 1Y 27.79%; 참조지수 21.98%
CLASS000409,FUND000030,2Y,15.01,12,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; C-P1e; 2Y 15.01%; 참조지수 12%
CLASS000409,FUND000030,3Y,16.48,8.46,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; C-P1e; 3Y 16.48%; 참조지수 8.46%
CLASS000409,FUND000030,5Y,12.56,6.02,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; C-P1e; 5Y 12.56%; 참조지수 6.02%
CLASS000409,FUND000030,SINCE_INCEPTION,18.22,8.96,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; C-P1e; SINCE_INCEPTION 18.22%; 참조지수 8.96%
CLASS000410,FUND000030,1Y,27.63,21.98,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; C-P2; 1Y 27.63%; 참조지수 21.98%
CLASS000410,FUND000030,2Y,14.87,12,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; C-P2; 2Y 14.87%; 참조지수 12%
CLASS000410,FUND000030,3Y,16.33,8.46,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; C-P2; 3Y 16.33%; 참조지수 8.46%
CLASS000410,FUND000030,5Y,12.42,6.02,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; C-P2; 5Y 12.42%; 참조지수 6.02%
CLASS000410,FUND000030,SINCE_INCEPTION,18.33,9.04,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; C-P2; SINCE_INCEPTION 18.33%; 참조지수 9.04%
CLASS000411,FUND000030,1Y,27.76,21.98,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; C-P2e; 1Y 27.76%; 참조지수 21.98%
CLASS000411,FUND000030,2Y,15.01,12,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; C-P2e; 2Y 15.01%; 참조지수 12%
CLASS000411,FUND000030,3Y,16.47,8.46,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; C-P2e; 3Y 16.47%; 참조지수 8.46%
CLASS000411,FUND000030,5Y,12.56,6.02,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; C-P2e; 5Y 12.56%; 참조지수 6.02%
CLASS000411,FUND000030,SINCE_INCEPTION,18.21,8.8,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; C-P2e; SINCE_INCEPTION 18.21%; 참조지수 8.8%
CLASS000412,FUND000030,1Y,27.76,21.98,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; S; 1Y 27.76%; 참조지수 21.98%
CLASS000412,FUND000030,2Y,14.96,12,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; S; 2Y 14.96%; 참조지수 12%
CLASS000412,FUND000030,3Y,16.41,8.46,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; S; 3Y 16.41%; 참조지수 8.46%
CLASS000412,FUND000030,5Y,12.49,6.02,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; S; 5Y 12.49%; 참조지수 6.02%
CLASS000412,FUND000030,SINCE_INCEPTION,18.49,9.11,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; S; SINCE_INCEPTION 18.49%; 참조지수 9.11%
CLASS000413,FUND000030,1Y,27.89,21.98,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; S-P1; 1Y 27.89%; 참조지수 21.98%
CLASS000413,FUND000030,2Y,15.09,12,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; S-P1; 2Y 15.09%; 참조지수 12%
CLASS000413,FUND000030,3Y,16.55,8.46,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; S-P1; 3Y 16.55%; 참조지수 8.46%
CLASS000413,FUND000030,5Y,12.62,6.02,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; S-P1; 5Y 12.62%; 참조지수 6.02%
CLASS000413,FUND000030,SINCE_INCEPTION,18.63,9.11,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; S-P1; SINCE_INCEPTION 18.63%; 참조지수 9.11%
CLASS000414,FUND000030,1Y,27.79,21.98,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; S-P2; 1Y 27.79%; 참조지수 21.98%
CLASS000414,FUND000030,2Y,15.06,12,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; S-P2; 2Y 15.06%; 참조지수 12%
CLASS000414,FUND000030,3Y,16.53,8.46,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; S-P2; 3Y 16.53%; 참조지수 8.46%
CLASS000414,FUND000030,SINCE_INCEPTION,10.33,3.31,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; S-P2; SINCE_INCEPTION 10.33%; 참조지수 3.31%
CLASS000399,FUND000030,1Y,27.52,21.98,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; A2; 1Y 27.52%; 참조지수 21.98%
CLASS000399,FUND000030,SINCE_INCEPTION,20.6,17.05,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; A2; SINCE_INCEPTION 20.6%; 참조지수 17.05%
CLASS000401,FUND000030,1Y,27.6,21.98,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; A2e; 1Y 27.6%; 참조지수 21.98%
CLASS000401,FUND000030,SINCE_INCEPTION,8.12,13.31,2025-08-14,DOC000032,52,[p.51-52] 연평균수익률; A2e; SINCE_INCEPTION 8.12%; 참조지수 13.31%
CLASS000415,FUND000031,1Y,4.98,3.76,2025-01-12,DOC000033,37,[p.37] 연평균수익률; A; 1Y 4.98%; 비교지수 3.76%
CLASS000415,FUND000031,2Y,3.63,3.74,2025-01-12,DOC000033,37,[p.37] 연평균수익률; A; 2Y 3.63%; 비교지수 3.74%
CLASS000415,FUND000031,3Y,2.79,2.88,2025-01-12,DOC000033,37,[p.37] 연평균수익률; A; 3Y 2.79%; 비교지수 2.88%
CLASS000415,FUND000031,5Y,1.8,2.02,2025-01-12,DOC000033,37,[p.37] 연평균수익률; A; 5Y 1.8%; 비교지수 2.02%
CLASS000415,FUND000031,SINCE_INCEPTION,1.37,1.82,2025-01-12,DOC000033,37,[p.37] 연평균수익률; A; SINCE_INCEPTION 1.37%; 비교지수 1.82%
CLASS000421,FUND000031,1Y,5.04,3.76,2025-01-12,DOC000033,37,[p.37] 연평균수익률; Ae; 1Y 5.04%; 비교지수 3.76%
CLASS000421,FUND000031,2Y,3.7,3.74,2025-01-12,DOC000033,37,[p.37] 연평균수익률; Ae; 2Y 3.7%; 비교지수 3.74%
CLASS000421,FUND000031,3Y,2.85,2.88,2025-01-12,DOC000033,37,[p.37] 연평균수익률; Ae; 3Y 2.85%; 비교지수 2.88%
CLASS000421,FUND000031,5Y,1.86,2.02,2025-01-12,DOC000033,37,[p.37] 연평균수익률; Ae; 5Y 1.86%; 비교지수 2.02%
CLASS000421,FUND000031,SINCE_INCEPTION,1.34,1.82,2025-01-12,DOC000033,37,[p.37] 연평균수익률; Ae; SINCE_INCEPTION 1.34%; 비교지수 1.82%
CLASS000416,FUND000031,1Y,4.88,3.76,2025-01-12,DOC000033,37,[p.37] 연평균수익률; C; 1Y 4.88%; 비교지수 3.76%
CLASS000416,FUND000031,2Y,3.54,3.74,2025-01-12,DOC000033,37,[p.37] 연평균수익률; C; 2Y 3.54%; 비교지수 3.74%
CLASS000416,FUND000031,3Y,2.7,2.88,2025-01-12,DOC000033,37,[p.37] 연평균수익률; C; 3Y 2.7%; 비교지수 2.88%
CLASS000416,FUND000031,5Y,1.71,2.02,2025-01-12,DOC000033,37,[p.37] 연평균수익률; C; 5Y 1.71%; 비교지수 2.02%
CLASS000416,FUND000031,SINCE_INCEPTION,1.31,1.82,2025-01-12,DOC000033,37,[p.37] 연평균수익률; C; SINCE_INCEPTION 1.31%; 비교지수 1.82%
CLASS000417,FUND000031,1Y,4.99,3.76,2025-01-12,DOC000033,37,[p.37] 연평균수익률; Ce; 1Y 4.99%; 비교지수 3.76%
CLASS000417,FUND000031,2Y,3.65,3.74,2025-01-12,DOC000033,37,[p.37] 연평균수익률; Ce; 2Y 3.65%; 비교지수 3.74%
CLASS000417,FUND000031,3Y,2.8,2.88,2025-01-12,DOC000033,37,[p.37] 연평균수익률; Ce; 3Y 2.8%; 비교지수 2.88%
CLASS000417,FUND000031,5Y,1.81,2.02,2025-01-12,DOC000033,37,[p.37] 연평균수익률; Ce; 5Y 1.81%; 비교지수 2.02%
CLASS000417,FUND000031,SINCE_INCEPTION,1.38,1.82,2025-01-12,DOC000033,37,[p.37] 연평균수익률; Ce; SINCE_INCEPTION 1.38%; 비교지수 1.82%
CLASS000420,FUND000031,1Y,5.08,3.76,2025-01-12,DOC000033,37,[p.37] 연평균수익률; CF; 1Y 5.08%; 비교지수 3.76%
CLASS000420,FUND000031,2Y,3.74,3.74,2025-01-12,DOC000033,37,[p.37] 연평균수익률; CF; 2Y 3.74%; 비교지수 3.74%
CLASS000420,FUND000031,3Y,2.89,2.88,2025-01-12,DOC000033,37,[p.37] 연평균수익률; CF; 3Y 2.89%; 비교지수 2.88%
CLASS000420,FUND000031,5Y,1.9,2.02,2025-01-12,DOC000033,37,[p.37] 연평균수익률; CF; 5Y 1.9%; 비교지수 2.02%
CLASS000420,FUND000031,SINCE_INCEPTION,1.31,1.82,2025-01-12,DOC000033,37,[p.37] 연평균수익률; CF; SINCE_INCEPTION 1.31%; 비교지수 1.82%
CLASS000427,FUND000031,1Y,4.96,3.76,2025-01-12,DOC000033,37,[p.37] 연평균수익률; Cg; 1Y 4.96%; 비교지수 3.76%
CLASS000427,FUND000031,2Y,3.62,3.74,2025-01-12,DOC000033,37,[p.37] 연평균수익률; Cg; 2Y 3.62%; 비교지수 3.74%
CLASS000427,FUND000031,3Y,2.77,2.88,2025-01-12,DOC000033,37,[p.37] 연평균수익률; Cg; 3Y 2.77%; 비교지수 2.88%
CLASS000427,FUND000031,5Y,1.78,2.02,2025-01-12,DOC000033,37,[p.37] 연평균수익률; Cg; 5Y 1.78%; 비교지수 2.02%
CLASS000427,FUND000031,SINCE_INCEPTION,1.25,1.82,2025-01-12,DOC000033,37,[p.37] 연평균수익률; Cg; SINCE_INCEPTION 1.25%; 비교지수 1.82%
CLASS000418,FUND000031,SINCE_INCEPTION,0.03,1.82,2025-01-12,DOC000033,37,[p.37] 연평균수익률; CI; SINCE_INCEPTION 0.03%; 비교지수 1.82%
CLASS000419,FUND000031,1Y,5.04,3.76,2025-01-12,DOC000033,37,[p.37] 연평균수익률; CI2; 1Y 5.04%; 비교지수 3.76%
CLASS000419,FUND000031,2Y,3.7,3.74,2025-01-12,DOC000033,37,[p.37] 연평균수익률; CI2; 2Y 3.7%; 비교지수 3.74%
CLASS000419,FUND000031,3Y,2.85,2.88,2025-01-12,DOC000033,37,[p.37] 연평균수익률; CI2; 3Y 2.85%; 비교지수 2.88%
CLASS000419,FUND000031,5Y,1.86,2.02,2025-01-12,DOC000033,37,[p.37] 연평균수익률; CI2; 5Y 1.86%; 비교지수 2.02%
CLASS000419,FUND000031,SINCE_INCEPTION,1.42,1.82,2025-01-12,DOC000033,37,[p.37] 연평균수익률; CI2; SINCE_INCEPTION 1.42%; 비교지수 1.82%
CLASS000424,FUND000031,1Y,4.96,3.76,2025-01-12,DOC000033,37,[p.37] 연평균수익률; CP; 1Y 4.96%; 비교지수 3.76%
CLASS000424,FUND000031,2Y,3.61,3.74,2025-01-12,DOC000033,37,[p.37] 연평균수익률; CP; 2Y 3.61%; 비교지수 3.74%
CLASS000424,FUND000031,3Y,2.77,2.88,2025-01-12,DOC000033,37,[p.37] 연평균수익률; CP; 3Y 2.77%; 비교지수 2.88%
CLASS000424,FUND000031,5Y,1.78,2.02,2025-01-12,DOC000033,37,[p.37] 연평균수익률; CP; 5Y 1.78%; 비교지수 2.02%
CLASS000424,FUND000031,SINCE_INCEPTION,1.37,1.82,2025-01-12,DOC000033,37,[p.37] 연평균수익률; CP; SINCE_INCEPTION 1.37%; 비교지수 1.82%
CLASS000425,FUND000031,1Y,4.95,3.76,2025-01-12,DOC000033,37,[p.37] 연평균수익률; C-P; 1Y 4.95%; 비교지수 3.76%
CLASS000425,FUND000031,2Y,3.6,3.74,2025-01-12,DOC000033,37,[p.37] 연평균수익률; C-P; 2Y 3.6%; 비교지수 3.74%
CLASS000425,FUND000031,3Y,2.76,2.88,2025-01-12,DOC000033,37,[p.37] 연평균수익률; C-P; 3Y 2.76%; 비교지수 2.88%
CLASS000425,FUND000031,5Y,1.77,2.02,2025-01-12,DOC000033,37,[p.37] 연평균수익률; C-P; 5Y 1.77%; 비교지수 2.02%
CLASS000425,FUND000031,SINCE_INCEPTION,1.37,1.82,2025-01-12,DOC000033,37,[p.37] 연평균수익률; C-P; SINCE_INCEPTION 1.37%; 비교지수 1.82%
CLASS000428,FUND000031,1Y,5.03,3.76,2025-01-12,DOC000033,37,[p.37] 연평균수익률; CPe; 1Y 5.03%; 비교지수 3.76%
CLASS000428,FUND000031,2Y,3.69,3.74,2025-01-12,DOC000033,37,[p.37] 연평균수익률; CPe; 2Y 3.69%; 비교지수 3.74%
CLASS000428,FUND000031,3Y,2.84,2.88,2025-01-12,DOC000033,37,[p.37] 연평균수익률; CPe; 3Y 2.84%; 비교지수 2.88%
CLASS000428,FUND000031,5Y,1.85,2.02,2025-01-12,DOC000033,37,[p.37] 연평균수익률; CPe; 5Y 1.85%; 비교지수 2.02%
CLASS000428,FUND000031,SINCE_INCEPTION,1.32,1.82,2025-01-12,DOC000033,37,[p.37] 연평균수익률; CPe; SINCE_INCEPTION 1.32%; 비교지수 1.82%
CLASS000429,FUND000031,1Y,5.02,3.76,2025-01-12,DOC000033,37,[p.37] 연평균수익률; C-Pe; 1Y 5.02%; 비교지수 3.76%
CLASS000429,FUND000031,2Y,3.68,3.74,2025-01-12,DOC000033,37,[p.37] 연평균수익률; C-Pe; 2Y 3.68%; 비교지수 3.74%
CLASS000429,FUND000031,3Y,2.83,2.88,2025-01-12,DOC000033,37,[p.37] 연평균수익률; C-Pe; 3Y 2.83%; 비교지수 2.88%
CLASS000429,FUND000031,5Y,1.84,2.02,2025-01-12,DOC000033,37,[p.37] 연평균수익률; C-Pe; 5Y 1.84%; 비교지수 2.02%
CLASS000429,FUND000031,SINCE_INCEPTION,1.31,1.82,2025-01-12,DOC000033,37,[p.37] 연평균수익률; C-Pe; SINCE_INCEPTION 1.31%; 비교지수 1.82%
CLASS000423,FUND000031,1Y,5.09,3.76,2025-01-12,DOC000033,37,[p.37] 연평균수익률; CW; 1Y 5.09%; 비교지수 3.76%
CLASS000423,FUND000031,2Y,3.75,3.74,2025-01-12,DOC000033,37,[p.37] 연평균수익률; CW; 2Y 3.75%; 비교지수 3.74%
CLASS000423,FUND000031,3Y,2.9,2.88,2025-01-12,DOC000033,37,[p.37] 연평균수익률; CW; 3Y 2.9%; 비교지수 2.88%
CLASS000423,FUND000031,5Y,1.91,2.02,2025-01-12,DOC000033,37,[p.37] 연평균수익률; CW; 5Y 1.91%; 비교지수 2.02%
CLASS000423,FUND000031,SINCE_INCEPTION,1.49,1.82,2025-01-12,DOC000033,37,[p.37] 연평균수익률; CW; SINCE_INCEPTION 1.49%; 비교지수 1.82%
CLASS000422,FUND000031,SINCE_INCEPTION,-0.41,1.82,2025-01-12,DOC000033,37,[p.37] 연평균수익률; CI3; SINCE_INCEPTION -0.41%; 비교지수 1.82%
,FUND000032,1Y,0.64,-2.7,2025-05-25,DOC000034,43,[p.43] 연평균수익률; 운용(펀드 전체); 1Y 0.64%; 비교지수 -2.7%
,FUND000032,2Y,9.09,1.16,2025-05-25,DOC000034,43,[p.43] 연평균수익률; 운용(펀드 전체); 2Y 9.09%; 비교지수 1.16%
,FUND000032,3Y,6.06,0.2,2025-05-25,DOC000034,43,[p.43] 연평균수익률; 운용(펀드 전체); 3Y 6.06%; 비교지수 0.2%
,FUND000032,5Y,11.69,5.23,2025-05-25,DOC000034,43,[p.43] 연평균수익률; 운용(펀드 전체); 5Y 11.69%; 비교지수 5.23%
,FUND000032,SINCE_INCEPTION,7.25,2.55,2025-05-25,DOC000034,43,[p.43] 연평균수익률; 운용(펀드 전체); SINCE_INCEPTION 7.25%; 비교지수 2.55%
CLASS000430,FUND000032,1Y,-0.53,-2.7,2025-05-25,DOC000034,43,[p.43] 연평균수익률; A; 1Y -0.53%; 비교지수 -2.7%
CLASS000430,FUND000032,2Y,7.83,1.16,2025-05-25,DOC000034,43,[p.43] 연평균수익률; A; 2Y 7.83%; 비교지수 1.16%
CLASS000430,FUND000032,3Y,4.84,0.2,2025-05-25,DOC000034,43,[p.43] 연평균수익률; A; 3Y 4.84%; 비교지수 0.2%
CLASS000430,FUND000032,5Y,10.4,5.23,2025-05-25,DOC000034,43,[p.43] 연평균수익률; A; 5Y 10.4%; 비교지수 5.23%
CLASS000430,FUND000032,SINCE_INCEPTION,7.57,3.09,2025-05-25,DOC000034,43,[p.43] 연평균수익률; A; SINCE_INCEPTION 7.57%; 비교지수 3.09%
CLASS000431,FUND000032,1Y,-0.16,-2.7,2025-05-25,DOC000034,43,[p.43] 연평균수익률; Ae; 1Y -0.16%; 비교지수 -2.7%
CLASS000431,FUND000032,2Y,8.22,1.16,2025-05-25,DOC000034,43,[p.43] 연평균수익률; Ae; 2Y 8.22%; 비교지수 1.16%
CLASS000431,FUND000032,3Y,5.22,0.2,2025-05-25,DOC000034,43,[p.43] 연평균수익률; Ae; 3Y 5.22%; 비교지수 0.2%
CLASS000431,FUND000032,5Y,10.74,5.23,2025-05-25,DOC000034,43,[p.43] 연평균수익률; Ae; 5Y 10.74%; 비교지수 5.23%
CLASS000431,FUND000032,SINCE_INCEPTION,4.18,2.24,2025-05-25,DOC000034,43,[p.43] 연평균수익률; Ae; SINCE_INCEPTION 4.18%; 비교지수 2.24%
CLASS000432,FUND000032,1Y,-0.45,-2.7,2025-05-25,DOC000034,43,[p.43] 연평균수익률; A-G; 1Y -0.45%; 비교지수 -2.7%
CLASS000432,FUND000032,2Y,7.91,1.16,2025-05-25,DOC000034,43,[p.43] 연평균수익률; A-G; 2Y 7.91%; 비교지수 1.16%
CLASS000432,FUND000032,3Y,4.91,0.2,2025-05-25,DOC000034,43,[p.43] 연평균수익률; A-G; 3Y 4.91%; 비교지수 0.2%
CLASS000432,FUND000032,5Y,10.47,5.23,2025-05-25,DOC000034,43,[p.43] 연평균수익률; A-G; 5Y 10.47%; 비교지수 5.23%
CLASS000432,FUND000032,SINCE_INCEPTION,3.38,1.65,2025-05-25,DOC000034,43,[p.43] 연평균수익률; A-G; SINCE_INCEPTION 3.38%; 비교지수 1.65%
CLASS000433,FUND000032,1Y,-0.69,-2.7,2025-05-25,DOC000034,43,[p.43] 연평균수익률; C; 1Y -0.69%; 비교지수 -2.7%
CLASS000433,FUND000032,2Y,7.65,1.16,2025-05-25,DOC000034,43,[p.43] 연평균수익률; C; 2Y 7.65%; 비교지수 1.16%
CLASS000433,FUND000032,3Y,4.66,0.2,2025-05-25,DOC000034,43,[p.43] 연평균수익률; C; 3Y 4.66%; 비교지수 0.2%
CLASS000433,FUND000032,5Y,10.21,5.23,2025-05-25,DOC000034,43,[p.43] 연평균수익률; C; 5Y 10.21%; 비교지수 5.23%
CLASS000433,FUND000032,SINCE_INCEPTION,10.83,6.12,2025-05-25,DOC000034,43,[p.43] 연평균수익률; C; SINCE_INCEPTION 10.83%; 비교지수 6.12%
CLASS000440,FUND000032,1Y,-0.66,-2.7,2025-05-25,DOC000034,43,[p.43] 연평균수익률; C-G; 1Y -0.66%; 비교지수 -2.7%
CLASS000440,FUND000032,2Y,7.68,1.16,2025-05-25,DOC000034,43,[p.43] 연평균수익률; C-G; 2Y 7.68%; 비교지수 1.16%
CLASS000440,FUND000032,3Y,4.69,0.2,2025-05-25,DOC000034,43,[p.43] 연평균수익률; C-G; 3Y 4.69%; 비교지수 0.2%
CLASS000440,FUND000032,5Y,10.25,5.23,2025-05-25,DOC000034,43,[p.43] 연평균수익률; C-G; 5Y 10.25%; 비교지수 5.23%
CLASS000440,FUND000032,SINCE_INCEPTION,2.81,1.5,2025-05-25,DOC000034,43,[p.43] 연평균수익률; C-G; SINCE_INCEPTION 2.81%; 비교지수 1.5%
CLASS000434,FUND000032,1Y,0.17,-2.7,2025-05-25,DOC000034,43,[p.43] 연평균수익률; W; 1Y 0.17%; 비교지수 -2.7%
CLASS000434,FUND000032,2Y,8.58,1.16,2025-05-25,DOC000034,43,[p.43] 연평균수익률; W; 2Y 8.58%; 비교지수 1.16%
CLASS000434,FUND000032,3Y,5.57,0.2,2025-05-25,DOC000034,43,[p.43] 연평균수익률; W; 3Y 5.57%; 비교지수 0.2%
CLASS000434,FUND000032,5Y,11.17,5.23,2025-05-25,DOC000034,43,[p.43] 연평균수익률; W; 5Y 11.17%; 비교지수 5.23%
CLASS000434,FUND000032,SINCE_INCEPTION,8.28,3.09,2025-05-25,DOC000034,43,[p.43] 연평균수익률; W; SINCE_INCEPTION 8.28%; 비교지수 3.09%
CLASS000435,FUND000032,1Y,-0.25,-2.7,2025-05-25,DOC000034,43,[p.43] 연평균수익률; e; 1Y -0.25%; 비교지수 -2.7%
CLASS000435,FUND000032,2Y,8.13,1.16,2025-05-25,DOC000034,43,[p.43] 연평균수익률; e; 2Y 8.13%; 비교지수 1.16%
CLASS000435,FUND000032,3Y,5.13,0.2,2025-05-25,DOC000034,43,[p.43] 연평균수익률; e; 3Y 5.13%; 비교지수 0.2%
CLASS000435,FUND000032,5Y,10.6,5.23,2025-05-25,DOC000034,43,[p.43] 연평균수익률; e; 5Y 10.6%; 비교지수 5.23%
CLASS000435,FUND000032,SINCE_INCEPTION,7.82,4.02,2025-05-25,DOC000034,43,[p.43] 연평균수익률; e; SINCE_INCEPTION 7.82%; 비교지수 4.02%
CLASS000437,FUND000032,1Y,0.15,-2.7,2025-05-25,DOC000034,43,[p.43] 연평균수익률; I; 1Y 0.15%; 비교지수 -2.7%
CLASS000437,FUND000032,2Y,8.56,1.16,2025-05-25,DOC000034,43,[p.43] 연평균수익률; I; 2Y 8.56%; 비교지수 1.16%
CLASS000437,FUND000032,3Y,5.55,0.2,2025-05-25,DOC000034,43,[p.43] 연평균수익률; I; 3Y 5.55%; 비교지수 0.2%
CLASS000437,FUND000032,5Y,11.15,5.23,2025-05-25,DOC000034,43,[p.43] 연평균수익률; I; 5Y 11.15%; 비교지수 5.23%
CLASS000437,FUND000032,SINCE_INCEPTION,7.83,2.71,2025-05-25,DOC000034,43,[p.43] 연평균수익률; I; SINCE_INCEPTION 7.83%; 비교지수 2.71%
CLASS000436,FUND000032,1Y,-0.29,-2.7,2025-05-25,DOC000034,44,[p.44] 연평균수익률; Cy; 1Y -0.29%; 비교지수 -2.7%
CLASS000436,FUND000032,2Y,8.08,1.16,2025-05-25,DOC000034,44,[p.44] 연평균수익률; Cy; 2Y 8.08%; 비교지수 1.16%
CLASS000436,FUND000032,3Y,5.08,0.2,2025-05-25,DOC000034,44,[p.44] 연평균수익률; Cy; 3Y 5.08%; 비교지수 0.2%
CLASS000436,FUND000032,5Y,10.66,5.23,2025-05-25,DOC000034,44,[p.44] 연평균수익률; Cy; 5Y 10.66%; 비교지수 5.23%
CLASS000436,FUND000032,SINCE_INCEPTION,5.27,2.23,2025-05-25,DOC000034,44,[p.44] 연평균수익률; Cy; SINCE_INCEPTION 5.27%; 비교지수 2.23%
CLASS000438,FUND000032,1Y,-0.68,-2.7,2025-05-25,DOC000034,44,[p.44] 연평균수익률; C-P; 1Y -0.68%; 비교지수 -2.7%
CLASS000438,FUND000032,2Y,7.66,1.16,2025-05-25,DOC000034,44,[p.44] 연평균수익률; C-P; 2Y 7.66%; 비교지수 1.16%
CLASS000438,FUND000032,3Y,4.67,0.2,2025-05-25,DOC000034,44,[p.44] 연평균수익률; C-P; 3Y 4.67%; 비교지수 0.2%
CLASS000438,FUND000032,5Y,10.22,5.23,2025-05-25,DOC000034,44,[p.44] 연평균수익률; C-P; 5Y 10.22%; 비교지수 5.23%
CLASS000438,FUND000032,SINCE_INCEPTION,5.31,2.32,2025-05-25,DOC000034,44,[p.44] 연평균수익률; C-P; SINCE_INCEPTION 5.31%; 비교지수 2.32%
CLASS000439,FUND000032,1Y,-0.24,-2.7,2025-05-25,DOC000034,44,[p.44] 연평균수익률; C-Pe; 1Y -0.24%; 비교지수 -2.7%
CLASS000439,FUND000032,2Y,8.14,1.16,2025-05-25,DOC000034,44,[p.44] 연평균수익률; C-Pe; 2Y 8.14%; 비교지수 1.16%
CLASS000439,FUND000032,3Y,5.13,0.2,2025-05-25,DOC000034,44,[p.44] 연평균수익률; C-Pe; 3Y 5.13%; 비교지수 0.2%
CLASS000439,FUND000032,5Y,10.71,5.23,2025-05-25,DOC000034,44,[p.44] 연평균수익률; C-Pe; 5Y 10.71%; 비교지수 5.23%
CLASS000439,FUND000032,SINCE_INCEPTION,4.73,2.85,2025-05-25,DOC000034,44,[p.44] 연평균수익률; C-Pe; SINCE_INCEPTION 4.73%; 비교지수 2.85%
CLASS000441,FUND000032,1Y,-0.59,-2.7,2025-05-25,DOC000034,44,[p.44] 연평균수익률; C-P2; 1Y -0.59%; 비교지수 -2.7%
CLASS000441,FUND000032,2Y,7.77,1.16,2025-05-25,DOC000034,44,[p.44] 연평균수익률; C-P2; 2Y 7.77%; 비교지수 1.16%
CLASS000441,FUND000032,3Y,4.77,0.2,2025-05-25,DOC000034,44,[p.44] 연평균수익률; C-P2; 3Y 4.77%; 비교지수 0.2%
CLASS000441,FUND000032,5Y,10.33,5.23,2025-05-25,DOC000034,44,[p.44] 연평균수익률; C-P2; 5Y 10.33%; 비교지수 5.23%
CLASS000441,FUND000032,SINCE_INCEPTION,6.67,3.89,2025-05-25,DOC000034,44,[p.44] 연평균수익률; C-P2; SINCE_INCEPTION 6.67%; 비교지수 3.89%
CLASS000442,FUND000032,1Y,-0.19,-2.7,2025-05-25,DOC000034,44,[p.44] 연평균수익률; C-P2e; 1Y -0.19%; 비교지수 -2.7%
CLASS000442,FUND000032,2Y,8.19,1.16,2025-05-25,DOC000034,44,[p.44] 연평균수익률; C-P2e; 2Y 8.19%; 비교지수 1.16%
CLASS000442,FUND000032,3Y,5.19,0.2,2025-05-25,DOC000034,44,[p.44] 연평균수익률; C-P2e; 3Y 5.19%; 비교지수 0.2%
CLASS000442,FUND000032,5Y,10.76,5.23,2025-05-25,DOC000034,44,[p.44] 연평균수익률; C-P2e; 5Y 10.76%; 비교지수 5.23%
CLASS000442,FUND000032,SINCE_INCEPTION,8.21,5.15,2025-05-25,DOC000034,44,[p.44] 연평균수익률; C-P2e; SINCE_INCEPTION 8.21%; 비교지수 5.15%
CLASS000443,FUND000032,1Y,-0.12,-2.7,2025-05-25,DOC000034,44,[p.44] 연평균수익률; S; 1Y -0.12%; 비교지수 -2.7%
CLASS000443,FUND000032,2Y,8.27,1.16,2025-05-25,DOC000034,44,[p.44] 연평균수익률; S; 2Y 8.27%; 비교지수 1.16%
CLASS000443,FUND000032,SINCE_INCEPTION,10.13,4.49,2025-05-25,DOC000034,44,[p.44] 연평균수익률; S; SINCE_INCEPTION 10.13%; 비교지수 4.49%
CLASS000444,FUND000032,1Y,-0.06,-2.7,2025-05-25,DOC000034,44,[p.44] 연평균수익률; S-P; 1Y -0.06%; 비교지수 -2.7%
CLASS000444,FUND000032,2Y,8.33,1.16,2025-05-25,DOC000034,44,[p.44] 연평균수익률; S-P; 2Y 8.33%; 비교지수 1.16%
